1.48000000E+3	-5.37925659E-9
1.48000200E+3	6.37683879E-10
1.48000400E+3	3.67242945E-9
1.48000600E+3	-4.87252001E-10
1.48000800E+3	-3.84624944E-10
1.48001000E+3	4.93883099E-9
1.48001200E+3	3.88067006E-9
1.48001400E+3	7.88844015E-10
1.48001600E+3	1.08150035E-9
1.48001800E+3	4.57807579E-9
1.48002000E+3	3.11898853E-9
1.48002200E+3	1.12903644E-9
1.48002400E+3	5.61542541E-9
1.48002600E+3	4.23469851E-9
1.48002800E+3	7.03201867E-10
1.48003000E+3	3.01560958E-9
1.48003200E+3	3.61307888E-9
1.48003400E+3	1.59664785E-9
1.48003600E+3	6.51476995E-10
1.48003800E+3	3.21108157E-9
1.48004000E+3	2.22955192E-9
1.48004200E+3	-1.87371527E-9
1.48004400E+3	3.30921409E-9
1.48004600E+3	5.96610703E-9
1.48004800E+3	1.03204065E-9
1.48005000E+3	-3.10274846E-10
1.48005200E+3	2.79162420E-9
1.48005400E+3	3.42981485E-9
1.48005600E+3	-3.43489602E-9
1.48005800E+3	-1.33131172E-9
1.48006000E+3	5.03736952E-9
1.48006200E+3	6.44322143E-10
1.48006401E+3	1.35379814E-9
1.48006601E+3	4.99528416E-9
1.48006801E+3	1.71821983E-9
1.48007001E+3	9.71854813E-10
1.48007201E+3	2.39330495E-9
1.48007401E+3	1.34558374E-9
1.48007601E+3	-7.28151733E-10
1.48007801E+3	6.53936018E-10
1.48008001E+3	4.74215925E-9
1.48008201E+3	2.97479137E-9
1.48008401E+3	3.93013921E-10
1.48008601E+3	2.01530300E-9
1.48008801E+3	4.92096956E-9
1.48009001E+3	3.31531643E-9
1.48009201E+3	-4.62174193E-10
1.48009401E+3	1.50665680E-9
1.48009601E+3	1.22899277E-9
1.48009801E+3	-1.92432172E-9
1.48010001E+3	-6.84346220E-10
1.48010201E+3	3.70612609E-9
1.48010401E+3	4.46047880E-9
1.48010601E+3	-1.09971879E-9
1.48010801E+3	6.97694368E-10
1.48011001E+3	5.29578944E-9
1.48011201E+3	3.05168479E-9
1.48011401E+3	8.70276054E-10
1.48011601E+3	1.15295993E-9
1.48011801E+3	2.18624189E-9
1.48012001E+3	1.86998582E-9
1.48012201E+3	3.13695182E-9
1.48012401E+3	5.07488113E-9
1.48012601E+3	1.07261460E-9
1.48012801E+3	5.71928007E-10
1.48013001E+3	4.87774058E-9
1.48013201E+3	3.06044083E-9
1.48013401E+3	3.30442222E-9
1.48013601E+3	6.29482544E-9
1.48013801E+3	3.70336062E-9
1.48014001E+3	1.40057511E-9
1.48014201E+3	2.44710397E-9
1.48014401E+3	3.94622970E-9
1.48014601E+3	1.30050510E-9
1.48014801E+3	-7.73056934E-11
1.48015001E+3	4.42280211E-9
1.48015201E+3	2.67664328E-9
1.48015401E+3	-6.14317125E-10
1.48015601E+3	1.79752261E-9
1.48015801E+3	2.02382929E-9
1.48016001E+3	5.12354535E-10
1.48016201E+3	6.85942509E-10
1.48016401E+3	2.39799677E-9
1.48016601E+3	9.78927538E-10
1.48016801E+3	-1.86769497E-9
1.48017001E+3	2.12005939E-9
1.48017201E+3	2.37286176E-9
1.48017401E+3	-1.81156526E-9
1.48017601E+3	9.43752331E-10
1.48017801E+3	1.67303802E-9
1.48018001E+3	-2.05662546E-9
1.48018201E+3	-3.03071837E-9
1.48018401E+3	1.79434086E-9
1.48018601E+3	4.65415516E-9
1.48018802E+3	-8.38478063E-10
1.48019002E+3	3.39906628E-11
1.48019202E+3	3.82890939E-9
1.48019402E+3	1.54904823E-9
1.48019602E+3	2.58069591E-10
1.48019802E+3	1.24657221E-9
1.48020002E+3	2.19084425E-9
1.48020202E+3	2.01223324E-9
1.48020402E+3	2.81107765E-9
1.48020602E+3	3.74938265E-9
1.48020802E+3	3.97109387E-11
1.48021002E+3	-1.77496870E-9
1.48021202E+3	8.08666650E-10
1.48021402E+3	1.69558084E-9
1.48021602E+3	-6.41962120E-10
1.48021802E+3	-1.71628202E-9
1.48022002E+3	3.27918892E-9
1.48022202E+3	4.83480476E-9
1.48022402E+3	1.95950183E-9
1.48022602E+3	8.96843731E-10
1.48022802E+3	9.71717388E-10
1.48023002E+3	7.91191408E-10
1.48023202E+3	5.61394319E-10
1.48023402E+3	2.63814917E-9
1.48023602E+3	3.19722951E-9
1.48023802E+3	8.35809470E-10
1.48024002E+3	3.59437901E-9
1.48024202E+3	3.92436140E-9
1.48024402E+3	-1.46308207E-9
1.48024602E+3	-6.70511589E-11
1.48024802E+3	2.83755606E-9
1.48025002E+3	1.10952354E-9
1.48025202E+3	-2.11322261E-9
1.48025402E+3	5.82242941E-10
1.48025602E+3	4.92487692E-9
1.48025802E+3	-2.27373819E-10
1.48026002E+3	-1.01635095E-10
1.48026202E+3	5.07650354E-9
1.48026402E+3	2.47312146E-9
1.48026602E+3	-3.00545869E-10
1.48026802E+3	1.40370399E-9
1.48027002E+3	4.79567125E-9
1.48027202E+3	2.70352240E-9
1.48027402E+3	-8.03960339E-10
1.48027602E+3	3.94473132E-10
1.48027802E+3	1.68903894E-9
1.48028002E+3	1.48607174E-11
1.48028202E+3	-2.08462378E-9
1.48028402E+3	2.48198300E-9
1.48028602E+3	4.41882671E-9
1.48028802E+3	-1.64119028E-10
1.48029002E+3	-2.79422178E-10
1.48029202E+3	1.39153571E-9
1.48029402E+3	9.21060993E-10
1.48029602E+3	-5.55750733E-10
1.48029802E+3	7.62839907E-10
1.48030002E+3	3.65781100E-9
1.48030202E+3	3.19535551E-9
1.48030402E+3	6.90260670E-10
1.48030602E+3	-3.82249643E-10
1.48030802E+3	1.66303612E-9
1.48031002E+3	2.31698545E-9
1.48031202E+3	2.45497311E-9
1.48031403E+3	4.51103058E-9
1.48031603E+3	4.96358698E-9
1.48031803E+3	2.82240769E-9
1.48032003E+3	7.65225939E-10
1.48032203E+3	3.36060828E-9
1.48032403E+3	4.56452431E-9
1.48032603E+3	1.20998717E-9
1.48032803E+3	5.01070934E-10
1.48033003E+3	8.84889306E-10
1.48033203E+3	8.41976032E-10
1.48033403E+3	2.54571826E-9
1.48033603E+3	4.16882008E-9
1.48033803E+3	3.54610119E-9
1.48034003E+3	1.04251227E-9
1.48034203E+3	2.38904028E-9
1.48034403E+3	4.92130551E-9
1.48034603E+3	2.04061536E-9
1.48034803E+3	3.25319212E-10
1.48035003E+3	9.63053368E-10
1.48035203E+3	9.29855033E-10
1.48035403E+3	1.06793918E-9
1.48035603E+3	2.87553454E-9
1.48035803E+3	5.07719710E-9
1.48036003E+3	2.31385453E-9
1.48036203E+3	1.62930670E-9
1.48036403E+3	6.02627892E-9
1.48036603E+3	3.87181062E-9
1.48036803E+3	-1.60263516E-10
1.48037003E+3	6.05817920E-10
1.48037203E+3	4.48528594E-9
1.48037403E+3	3.18574889E-9
1.48037603E+3	-1.78641591E-9
1.48037803E+3	-1.08859534E-10
1.48038003E+3	3.27208053E-10
1.48038203E+3	-1.84429149E-9
1.48038403E+3	3.21993583E-10
1.48038603E+3	5.26793534E-9
1.48038803E+3	5.72414503E-9
1.48039003E+3	-9.48859331E-10
1.48039203E+3	1.02480167E-9
1.48039403E+3	4.72025032E-9
1.48039603E+3	-8.11546552E-10
1.48039803E+3	-9.81871849E-10
1.48040003E+3	7.51266936E-10
1.48040203E+3	-1.66016390E-9
1.48040403E+3	6.58956242E-12
1.48040603E+3	2.88989146E-9
1.48040803E+3	2.45106476E-9
1.48041003E+3	2.03535402E-10
1.48041203E+3	-1.64762817E-10
1.48041403E+3	9.01179388E-10
1.48041603E+3	-5.64099301E-10
1.48041803E+3	1.27867906E-9
1.48042003E+3	4.95670845E-9
1.48042203E+3	2.51230185E-9
1.48042403E+3	-2.57740434E-10
1.48042603E+3	1.26925634E-9
1.48042803E+3	5.02980088E-9
1.48043003E+3	1.64466463E-9
1.48043203E+3	-1.49097791E-9
1.48043403E+3	4.16411764E-9
1.48043603E+3	2.29686259E-9
1.48043804E+3	-2.15598156E-9
1.48044004E+3	3.06794305E-10
1.48044204E+3	1.37477213E-9
1.48044404E+3	7.65655685E-10
1.48044604E+3	8.65689962E-10
1.48044804E+3	8.75814434E-10
1.48045004E+3	9.88757860E-10
1.48045204E+3	2.09122788E-9
1.48045404E+3	4.11265748E-9
1.48045604E+3	1.35457093E-9
1.48045804E+3	-3.16004406E-9
1.48046004E+3	2.37433290E-10
1.48046204E+3	2.89582918E-9
1.48046404E+3	6.32300215E-10
1.48046604E+3	-1.98878336E-9
1.48046804E+3	5.31392482E-10
1.48047004E+3	5.47190105E-9
1.48047204E+3	5.96563999E-9
1.48047404E+3	1.22368047E-9
1.48047604E+3	-1.77997406E-9
1.48047804E+3	1.49238987E-9
1.48048004E+3	2.59404434E-9
1.48048204E+3	-1.56592477E-10
1.48048404E+3	-2.12758907E-9
1.48048604E+3	2.49469202E-9
1.48048804E+3	4.49006387E-9
1.48049004E+3	9.76494702E-10
1.48049204E+3	3.36984312E-9
1.48049404E+3	4.54985178E-9
1.48049604E+3	2.24175623E-9
1.48049804E+3	4.19957553E-9
1.48050004E+3	4.11326261E-9
1.48050204E+3	7.58594169E-10
1.48050404E+3	1.32214790E-10
1.48050604E+3	2.59008886E-9
1.48050804E+3	3.31913108E-9
1.48051004E+3	-2.90313755E-10
1.48051204E+3	2.31628910E-9
1.48051404E+3	4.39915701E-9
1.48051604E+3	-2.14239992E-9
1.48051804E+3	-1.45889120E-9
1.48052004E+3	2.89732216E-9
1.48052204E+3	2.45667326E-9
1.48052404E+3	1.99417921E-9
1.48052604E+3	2.35523132E-9
1.48052804E+3	2.30511812E-9
1.48053004E+3	1.67990429E-9
1.48053204E+3	3.44466374E-9
1.48053404E+3	5.04618941E-9
1.48053604E+3	-1.97036780E-10
1.48053804E+3	-3.85799056E-10
1.48054004E+3	4.99223335E-9
1.48054204E+3	3.71053460E-9
1.48054404E+3	1.09019640E-9
1.48054604E+3	9.49289409E-10
1.48054804E+3	1.38583938E-9
1.48055004E+3	-1.07399943E-9
1.48055204E+3	-1.18360261E-9
1.48055404E+3	4.46304120E-9
1.48055604E+3	1.70616339E-9
1.48055804E+3	-1.46818706E-9
1.48056004E+3	4.13209276E-9
1.48056204E+3	3.75362175E-9
1.48056405E+3	9.86838367E-11
1.48056605E+3	5.20563749E-10
1.48056805E+3	3.34828279E-9
1.48057005E+3	2.30963996E-9
1.48057205E+3	-1.72554822E-9
1.48057405E+3	4.57251583E-10
1.48057605E+3	2.56171470E-9
1.48057805E+3	8.90120020E-10
1.48058005E+3	5.50693339E-12
1.48058205E+3	3.06884128E-9
1.48058405E+3	4.73592175E-9
1.48058605E+3	-1.41170341E-9
1.48058805E+3	-2.61603651E-9
1.48059005E+3	1.30635385E-9
1.48059205E+3	1.57010162E-9
1.48059405E+3	-1.08114604E-9
1.48059605E+3	-1.31090819E-9
1.48059805E+3	2.10096719E-9
1.48060005E+3	-2.46592807E-10
1.48060205E+3	-9.28130561E-10
1.48060405E+3	4.54790003E-9
1.48060605E+3	2.46202786E-9
1.48060805E+3	-9.85805600E-10
1.48061005E+3	6.68609951E-10
1.48061205E+3	2.07206570E-9
1.48061405E+3	2.16637368E-9
1.48061605E+3	2.21621293E-9
1.48061805E+3	2.92549231E-9
1.48062005E+3	2.18866155E-10
1.48062205E+3	-1.68549769E-9
1.48062405E+3	4.49501407E-9
1.48062605E+3	5.34794566E-9
1.48062805E+3	4.38133966E-10
1.48063005E+3	-7.50842405E-11
1.48063205E+3	3.58146965E-9
1.48063405E+3	4.40676127E-9
1.48063605E+3	-8.80903400E-10
1.48063805E+3	-1.28220043E-9
1.48064005E+3	1.34024731E-9
1.48064205E+3	1.12727474E-9
1.48064405E+3	9.82535011E-11
1.48064605E+3	2.14561117E-9
