8.861281E-9	-1.092529E-8	8.963622E-2
3.582214E-8	4.290355E-8	8.708386E-2
-4.619146E-9	2.944634E-8	8.453150E-2
-3.158000E-8	2.944634E-8	8.708386E-2
-1.809957E-8	2.531916E-9	9.218858E-2
-3.158000E-8	2.531916E-9	9.474094E-2
-1.809957E-8	-2.438250E-8	9.729330E-2
8.861281E-9	-2.438250E-8	9.984566E-2
3.582214E-8	2.531916E-9	9.218858E-2
8.861281E-9	1.598913E-8	9.218858E-2
2.234171E-8	2.944634E-8	8.708386E-2
-4.506043E-8	2.531916E-9	8.708386E-2
-4.506043E-8	-2.438250E-8	9.218858E-2
-4.619146E-9	-3.783971E-8	9.984566E-2
-4.619146E-9	2.531916E-9	9.218858E-2
4.930256E-8	1.598913E-8	9.218858E-2
4.930256E-8	2.531916E-9	9.218858E-2
3.582214E-8	2.944634E-8	8.708386E-2
-4.619146E-9	2.944634E-8	9.218858E-2
-4.619146E-9	2.944634E-8	8.708386E-2
-4.619146E-9	-1.092529E-8	9.218858E-2
-1.809957E-8	2.531916E-9	8.963622E-2
-1.809957E-8	-2.438250E-8	9.984566E-2
-4.619146E-9	-2.438250E-8	9.984566E-2
8.861281E-9	2.531916E-9	9.729330E-2
4.930256E-8	2.531916E-9	9.729330E-2
3.582214E-8	2.944634E-8	8.963622E-2
-4.619146E-9	2.531916E-9	8.708386E-2
-1.809957E-8	2.944634E-8	9.218858E-2
8.861281E-9	2.531916E-9	9.218858E-2
-3.158000E-8	2.531916E-9	8.708386E-2
-1.809957E-8	-2.438250E-8	9.218858E-2
-4.619146E-9	-2.438250E-8	9.729330E-2
-4.619146E-9	-2.438250E-8	9.729330E-2
8.861281E-9	2.531916E-9	9.984566E-2
2.234171E-8	-2.438250E-8	8.963622E-2
3.582214E-8	2.944634E-8	9.218858E-2
-4.619146E-9	2.944634E-8	8.963622E-2
2.234171E-8	4.290355E-8	8.708386E-2
-1.809957E-8	1.598913E-8	8.963622E-2
-3.158000E-8	1.598913E-8	9.218858E-2
8.861281E-9	2.531916E-9	9.474094E-2
-4.619146E-9	-2.438250E-8	9.984566E-2
-4.619146E-9	-2.438250E-8	9.729330E-2
2.234171E-8	2.531916E-9	8.963622E-2
8.861281E-9	2.531916E-9	8.963622E-2
3.582214E-8	2.944634E-8	8.963622E-2
-4.619146E-9	2.531916E-9	8.708386E-2
-4.619146E-9	2.531916E-9	9.218858E-2
-1.809957E-8	1.598913E-8	9.218858E-2
8.861281E-9	-3.783971E-8	9.984566E-2
8.861281E-9	-2.438250E-8	9.729330E-2
-4.619146E-9	1.598913E-8	9.218858E-2
2.234171E-8	1.598913E-8	9.218858E-2
8.861281E-9	2.944634E-8	8.708386E-2
-1.809957E-8	4.290355E-8	8.708386E-2
8.861281E-9	2.531916E-9	9.218858E-2
-1.809957E-8	2.531916E-9	9.218858E-2
-4.619146E-9	2.531916E-9	9.218858E-2
8.861281E-9	-2.438250E-8	9.729330E-2
3.582214E-8	2.531916E-9	9.729330E-2
3.582214E-8	2.531916E-9	9.218858E-2
-4.619146E-9	2.944634E-8	8.963622E-2
8.861281E-9	2.944634E-8	8.453150E-2
8.861281E-9	1.598913E-8	9.218858E-2
-4.506043E-8	2.531916E-9	9.218858E-2
-1.809957E-8	-3.783971E-8	9.729330E-2
8.861281E-9	-2.438250E-8	9.984566E-2
8.861281E-9	-2.438250E-8	9.218858E-2
3.582214E-8	2.531916E-9	9.218858E-2
3.582214E-8	4.290355E-8	9.218858E-2
-4.619146E-9	2.944634E-8	8.963622E-2
-3.158000E-8	2.531916E-9	8.708386E-2
-1.809957E-8	2.531916E-9	9.218858E-2
-3.158000E-8	-1.092529E-8	9.218858E-2
-3.158000E-8	-3.783971E-8	9.984566E-2
8.861281E-9	-3.783971E-8	9.984566E-2
8.861281E-9	2.531916E-9	9.218858E-2
